Stockpile Title	Stockpile Name	Structure Type	Quantity	Name	Crated?	Per Crate	Total	Description	CodeName
Remote_Tine_Report	Public	Seaport	30	Wrench	true	5	150	A multipurpose tool. Can be used to dismantle mines/barbed wire and unlock vehicles.	WorkWrench
Remote_Tine_Report	Public	Seaport	22	Outrider’s Mantle	true	15	330	The Warden army relies on outriders to provide and recieve vital intelligence. Their gear is sturdy and well-suited for extended operations in rugged terrain and inclement weather.	ScoutUniformW
Remote_Tine_Report	Public	Seaport	22	Explosive Powder	true	40	880	Resource used for producing explosive weapons.	Explosive
Remote_Tine_Report	Public	Seaport	21	Caoivish Parka	true	15	315	Born and bred in the northern cold, this heavy parka protects Warden infantry from all but the worst blizzards.	SnowUniformW
Remote_Tine_Report	Public	Seaport	21	Sledge Hammer	true	10	210	A tool used to salvage components from remains of old vehicles and equipment.	SledgeHammer
Remote_Tine_Report	Public	Seaport	21	Gas Mask	true	20	420	Protects against poison gas	GasMask
Remote_Tine_Report	Public	Seaport	19	Radio	true	5	95	Allows receiving map intelligence reports on detected ground and naval targets.	Radio
Remote_Tine_Report	Public	Seaport	19	Sandbag	true	5	95	Used to construct Sandbag defenses.	SandbagMaterials
Remote_Tine_Report	Public	Seaport	18	Shovel	true	10	180	A tool for digging Trenches and other entrenched structures.	Shovel
Remote_Tine_Report	Public	Seaport	16	Sapper Gear	true	15	240	Caoivish engineers are legendary in song and stature. They wear specialized uniforms, outfitted with belts and bags for easy access to tools and handheld materials.	EngineerUniformW
Remote_Tine_Report	Public	Seaport	15	Construction Materials	true	20	300	Metal beams needed to produce basic structures, vehicles, and equipment at Facilities.	FacilityMaterials1
Remote_Tine_Report	Public	Seaport	15	Water	true	1	15	Water... in a can!	Water
Remote_Tine_Report	Public	Seaport	13	150mm	true	5	65	Payload for heavy artillery weapons.	HeavyArtilleryAmmo
Remote_Tine_Report	Public	Seaport	12	Gas Mask Filter	true	20	240	When attached to a Gas Mask, this filter provides fresh air to the wearer.	GasMaskFilter
Remote_Tine_Report	Public	Seaport	11	The Ospreay	true	20	220	A rifle attachment that fires grenades with pneumatic force. Along with specialized grenades, it can launch standard grenades.	GrenadeAdapter
Remote_Tine_Report	Public	Seaport	10	Fiddler Submachine Gun Model 868	true	20	200	The Fiddler Submachine Gun is a widely used urban combat weapon. Its high rate of fire and compact frame make it ideal for close-quarters engagements.	SMGW
Remote_Tine_Report	Public	Seaport	9	Officer’s Regalia	true	3	27	A formal uniform that denotes a regiment’s leading officer. While impractical, the officer on duty may use their authority to discipline subordinates without reparation. Officers hold an important role in the Warden military, dating back to ancient times when Caoiva was ruled by a dozen kings.	OfficerUniformW
Remote_Tine_Report	Public	Seaport	8	Metal Beam	true	5	40	Used to construct Metal Beam defenses.	MetalBeamMaterials
Remote_Tine_Report	Public	Seaport	7	Willow's Bane Ammo	true	10	70	Ammo for Willow’s Bane Model 845	FlameBackpackW
Remote_Tine_Report	Public	Seaport	7	12.7mm	true	20	140	Standard ammunition for machine guns.	MGAmmo
Remote_Tine_Report	Public	Seaport	7	No.2 Loughcaster	true	20	140	Standard-issue Warden rifle. This bolt-action firearm is as robust as they come and has seen over a century of use on the battlefield.	RifleW
Remote_Tine_Report	Public	Seaport	6	The Hangman 757	true	20	120	The weapon of choice for pirates and smugglers, its legend is well-earned. With incredibly high stopping power and unique revolver mechanism, the Hangman often plays judge, jury, and executioner.	RifleHeavyW
Remote_Tine_Report	Public	Seaport	6	Petrol	true	1	6	A medium grade fuel that's refined from Oil. Used as a higher end fuel for vehicles and in various applications at Facilities.	Petrol
Remote_Tine_Report	Public	Seaport	5	Tripod	true	5	25	A mount point for deployable infantry weapons and equipment.	Tripod
Remote_Tine_Report	Public	Seaport	5	Water Bucket	true	50	250	A bucket that holds water. You can toss water onto fires to extinguish them.	WaterBucket
Remote_Tine_Report	Public	Seaport	5	Radio Backpack	true	5	25	Automatically gathers map intel periodically when equipped.	RadioBackpack
Remote_Tine_Report	Public	Seaport	4	RPG	true	15	60	A fast-moving explosive projectile used with RPG launchers.	RpgAmmo
Remote_Tine_Report	Public	Seaport	3	Tremola Grenade GPb-1	true	20	60	An explosive Estrellan grenade specially designed for use with handheld grenade launchers. This modern grenade boasts a larger payload and is deadly to lingering infantry and structural supports.	HELaunchedGrenade
Remote_Tine_Report	Public	Seaport	3	7.92mm	true	30	90	Standard ammunition for Storm Rifles and Armoured Cars.	AssaultRifleAmmo
Remote_Tine_Report	Public	Seaport	3	Blakerow 871	true	20	60	The Blakerow is a carbine with a high rate of fire compared to its bolt-action predecessor. This increased fire rate does come at the cost of innate stopping power; however, its versatility and lightweight frame more than make up for any perceived shortcomings.	RifleLightW
Remote_Tine_Report	Public	Seaport	2	Wind Sock	true	5	10	A sturdy fabric cylinder mounted on a tripod that’s designed to help nearby operators determine the speed and direction of wind.	WindsockT
Remote_Tine_Report	Public	Seaport	2	Malone MK.2	true	5	10	This heavy machine gun is bulky enough to require a steady surface to maintain stability. The Malone series of machine guns are unmatched defenders on the battlefield.	MGW
Remote_Tine_Report	Public	Seaport	1	9mm	true	40	40	Standard ammunition for submachine guns.	SMGAmmo
Remote_Tine_Report	Public	Seaport	1	Heavy Explosive Powder	true	30	30	Resource used for producing heavy explosive weapons.	HeavyExplosive
Remote_Tine_Report	Public	Seaport	1	Cascadier 873	true	40	40	This unique sidearm fires in three-round bursts. The Cascadier may not have the stopping power of its cousins, but it more than makes up for it with its lightweight frame, concealability and fire rate.	PistolLightW
Remote_Tine_Report	Public	Seaport	1	Green Ash Grenade	true	10	10	Green Ash is an asphyxiating toxin. Inhaling it without protection will result in a quick death. Be sure to wear a gas mask with fresh filters when handling Green Ash.	GreenAsh
Remote_Tine_Report	Public	Seaport	1	Gentleman’s Peacoat	true	15	15	Seamen of the Caoivish Naval Command are always prepared to operate at the highest levels, even in frigid, northern waters. Every Warden sailor’s readiness paints a portrait of life or death; thus, cold-weather outerwear is an essential part of every CNC gentleman’s kit.	NavalUniformW
Remote_Tine_Report	Public	Seaport	24	BMS - Universal Assembly Rig	false		24	A specialized vehicle designed by the Bassett Motor Society used in the construction of large structures.	Construction
Remote_Tine_Report	Public	Seaport	19	BMS - Class 2 Mobile Auto-Crane	false		19	The Bassett Motor Society’s Class 2 Mobile Auto-Crane is used to lift and reposition vehicles and very heavy equipment.	Crane
Remote_Tine_Report	Public	Seaport	9	Dunne Responder 3e	false		9	The Responder Ambulance is efficient at transporting Critically Wounded Soldiers and carrying medical supplies.	AmbulanceW
Remote_Tine_Report	Public	Seaport	9	Niska Mk. I Gun Motor Carriage	false		9	Designed for escort missions and to support infantry operations, the Niska Gun Motor Carriage Half-Track is an armoured, versatile all-terrain vehicle that can be equipped with a variety of mounted weapons.	HalfTrackW
Remote_Tine_Report	Public	Seaport	6	Dunne Loadlugger 3c	false		6	This standard Truck is fitted with a resource hopper in place of the standard cargo hold. This allows for a much greater capacity for resources at the expense of space for cargo. 	TruckResourceW
Remote_Tine_Report	Public	Seaport	5	Rooster - Junkwagon	false		5	A simple towable trailer that holds common building resources.	TrailerResource
Remote_Tine_Report	Public	Seaport	2	King Gallant Mk. II	false		2	A heavily armoured variant of the King Spire, the Gallant Mk. II boasts a weighty 30mm cannon at the cost of top speed.	ScoutTankOffensiveW
Remote_Tine_Report	Public	Seaport	2	Mulloy LPC	false		2	The Mulloy Landing Personnel Carrier is an armoured amphibious vehicle designed for carrying troops across large bodies of water to aid in coordinated beach landings and flanking assaults.	LandingCraftW
Remote_Tine_Report	Public	Seaport	2	O’Brien V.121 Highlander	false		2	Fitted with all-terrain treads, the Highlander brings significant all-terrain mobility and performs especially well in snowy and mountainous environments. 	ArmoredCarMobilityW
Remote_Tine_Report	Public	Seaport	2	BMS - Ironship	false		2	The Bassett Motor Society’s Ironship-class shipping vessel is used to freight shippable goods and heavy vehicles.	Freighter
Remote_Tine_Report	Public	Seaport	1	Dunne Transport	false		1	A heavy-duty Warden truck used to mobilize troops and supplies.	TruckW
Remote_Tine_Report	Public	Seaport	1	BMS - Aquatipper	false		1	A large shipping vessel, the Aquatipper is used to transport vehicles, equipment, and personnel over large bodies of water.	Barge
Remote_Tine_Report	Public	Seaport	1	Rooster - Lamploader	false		1	A simple towable trailer that holds various fuel sources and can be used to refuel vehicles.	TrailerLiquid
Remote_Tine_Report	Public	Seaport	1	O’Brien V.101 Freeman	false		1	This early O’Brien variant, the V.101 Freeman is fitted with a 360 degree ballistics cannon turret at the expense of top speed.	ArmoredCar2LargeW
Remote_Tine_Report	Public	Seaport	1	Dunne Fuelrunner 2d	false		1	The Fuelrunner is a heavy Dunne rig designed to transport and distribute large quantities of Fuel.	TruckLiquidW
Remote_Tine_Report	Public	Seaport	1	Balfour Wolfhound 40mm	false		1	This destructive short-ranged cannon is designed for direct engagement with enemy fortifications. The Wolfhound is fitted with reinforced shielding and a 40mm barrel. 	FieldCannonW
Remote_Tine_Report	Public	Seaport	10	Dunne Transport	true	3	30	A heavy-duty Warden truck used to mobilize troops and supplies.	TruckW
Remote_Tine_Report	Public	Seaport	6	Dunne Responder 3e	true	3	18	The Responder Ambulance is efficient at transporting Critically Wounded Soldiers and carrying medical supplies.	AmbulanceW
Remote_Tine_Report	Public	Seaport	3	O’Brien V.190 Knave	true	3	9	One of Conor O’Brien’s best traits was his ability to modernize and make use of older technology in his designs. The V.190 Knave is the perfect example of this philosophy. Fitted with a modified, outdated twin-grenade launcher turret, the Knave is a surprising combination of speed and subterfuge that quickly routs the enemy, leaving them befuddled.	ArmoredCar2TwinW
Remote_Tine_Report	Public	Seaport	13	Resource Container	false		13	A container that can carry large quantities of resources and can be transported by certain vehicles.	ResourceContainer
Remote_Tine_Report	Public	Seaport	13	Liquid Container	false		13	A container for storing high volumes of liquids. Nearby structures and vehicles can refill directly from this container. 	LiquidContainer
Remote_Tine_Report	Public	Seaport	2	Shipping Container	false		2	A container for shipping very large quantities of Crates using Crane loaded vehicles. This type of container can only be unloaded at Storage Depots and Seaports.	ShippingContainer
Remote_Tine_Report	Public	Seaport	21	Resource Container	true	3	63	A container that can carry large quantities of resources and can be transported by certain vehicles.	ResourceContainer
Remote_Tine_Report	Public	Seaport	4	Leary Snare Trap 127	true	3	12	The Snare Trap is a repurposed anti-aircraft flak cannon used to fortify emplaced positions with twin anti-infantry machine guns.	EmplacedInfantryW
Remote_Tine_Report	Public	Seaport	2	Liquid Container	true	3	6	A container for storing high volumes of liquids. Nearby structures and vehicles can refill directly from this container. 	LiquidContainer
Remote_Tine_Report	Public	Seaport	1	Shipping Container	true	3	3	A container for shipping very large quantities of Crates using Crane loaded vehicles. This type of container can only be unloaded at Storage Depots and Seaports.	ShippingContainer
